FILEDS PRESENT IN TABLES,TABLE NAME,DESCRIPTION
created_by,masterklp,
description,masterklp,
name,masterklp,
sno,masterklp,
updated_at,masterklp,
updated_by,masterklp,
created_at,masterlanguage,
created_by,masterlanguage,
description,masterlanguage,
name,masterlanguage,
sno,masterlanguage,
state,masterlanguage,
updated_at,masterlanguage,
updated_by,masterlanguage,
created_at,masterlanguageskill,
created_by,masterlanguageskill,
description,masterlanguageskill,
name,masterlanguageskill,
sno,masterlanguageskill,
updated_at,masterlanguageskill,
updated_by,masterlanguageskill,
created_at,mastermeetingtype,
created_by,mastermeetingtype,
description,mastermeetingtype,
name,mastermeetingtype,
sno,mastermeetingtype,
updated_at,mastermeetingtype,
updated_by,mastermeetingtype,
created_at,masternationality,
created_by,masternationality,
description,masternationality,
name,masternationality,
sno,masternationality,
updated_at,masternationality,
updated_by,masternationality,
created_at,masteroccupation,
created_by,masteroccupation,
description,masteroccupation,
name,masteroccupation,
sno,masteroccupation,
updated_at,masteroccupation,
updated_by,masteroccupation,
created_at,masteropsplanlevel,
created_by,masteropsplanlevel,
description,masteropsplanlevel,
name,masteropsplanlevel,
sno,masteropsplanlevel,
updated_at,masteropsplanlevel,
updated_by,masteropsplanlevel,
created_at,masterotherforces,
created_by,masterotherforces,
description,masterotherforces,
name,masterotherforces,
sno,masterotherforces,
updated_at,masterotherforces,
updated_by,masterotherforces,
created_at,masterpartylevel,
created_by,masterpartylevel,
description,masterpartylevel,
name,masterpartylevel,
sno,masterpartylevel,
updated_at,masterpartylevel,
updated_by,masterpartylevel,
created_at,masterpartystrength,
created_by,masterpartystrength,
description,masterpartystrength,
name,masterpartystrength,
sno,masterpartystrength,
updated_at,masterpartystrength,
updated_by,masterpartystrength,
created_at,masterpersoncategory,
created_by,masterpersoncategory,
description,masterpersoncategory,
name,masterpersoncategory,
sno,masterpersoncategory,
updated_at,masterpersoncategory,
updated_by,masterpersoncategory,
created_at,masterpersongrade,
created_by,masterpersongrade,
description,masterpersongrade,
name,masterpersongrade,
sno,masterpersongrade,
theatre,masterpersongrade,
updated_at,masterpersongrade,
updated_by,masterpersongrade,
created_at,masterpersonnelstatus,
created_by,masterpersonnelstatus,
description,masterpersonnelstatus,
name,masterpersonnelstatus,
sno,masterpersonnelstatus,
updated_at,masterpersonnelstatus,
updated_by,masterpersonnelstatus,
created_at,masterpersonnelsubstatus,
created_by,masterpersonnelsubstatus,
description,masterpersonnelsubstatus,
name,masterpersonnelsubstatus,
sno,masterpersonnelsubstatus,
status,masterpersonnelsubstatus,
updated_at,masterpersonnelsubstatus,
updated_by,masterpersonnelsubstatus,
country,masterpolicestation,
country_code,masterpolicestation,
created_at,masterpolicestation,
created_by,masterpolicestation,
district,masterpolicestation,
district_code,masterpolicestation,
police_station,masterpolicestation,
police_station_code,masterpolicestation,
sno,masterpolicestation,
state,masterpolicestation,
state_code,masterpolicestation,
theatre,masterpolicestation,
updated_at,masterpolicestation,
updated_by,masterpolicestation,
created_at,masterpost,
created_by,masterpost,
description,masterpost,
name,masterpost,
post_order,masterpost,
sno,masterpost,
updated_at,masterpost,
updated_by,masterpost,
created_at,masterpriority,
created_by,masterpriority,
description,masterpriority,
name,masterpriority,
sno,masterpriority,
updated_at,masterpriority,
updated_by,masterpriority,
created_at,masterpropertytype,
created_by,masterpropertytype,
description,masterpropertytype,
name,masterpropertytype,
sno,masterpropertytype,
updated_at,masterpropertytype,
updated_by,masterpropertytype,
created_at,masterradiofrequency,
created_by,masterradiofrequency,
description,masterradiofrequency,
name,masterradiofrequency,
sno,masterradiofrequency,
updated_at,masterradiofrequency,
updated_by,masterradiofrequency,
created_at,masterrank,
created_by,masterrank,
description,masterrank,
go_ngo_flag,masterrank,
name,masterrank,
sno,masterrank,
updated_at,masterrank,
updated_by,masterrank,
created_at,masterreasonfordeath,
created_by,masterreasonfordeath,
description,masterreasonfordeath,
name,masterreasonfordeath,
sno,masterreasonfordeath,
updated_at,masterreasonfordeath,
updated_by,masterreasonfordeath,
created_at,masterrelatedto,
created_by,masterrelatedto,
description,masterrelatedto,
eventsubtype,masterrelatedto,
eventtype,masterrelatedto,
grade,masterrelatedto,
name,masterrelatedto,
sno,masterrelatedto,
updated_at,masterrelatedto,
updated_by,masterrelatedto,
created_at,masterreligion,
created_by,masterreligion,
description,masterreligion,
name,masterreligion,
sno,masterreligion,
updated_at,masterreligion,
updated_by,masterreligion,
created_at,masterreligioussector,
created_by,masterreligioussector,
description,masterreligioussector,
name,masterreligioussector,
sno,masterreligioussector,
updated_at,masterreligioussector,
updated_by,masterreligioussector,
category,masterreport,
columnname,masterreport,
columntype,masterreport,
created_at,masterreport,
created_by,masterreport,
mastertablename,masterreport,
name,masterreport,
screen,masterreport,
sno,masterreport,
tablename,masterreport,
updated_at,masterreport,
updated_by,masterreport,
created_at,masterreportjoin,
created_by,masterreportjoin,
joinkey1,masterreportjoin,
joinkey2,masterreportjoin,
sno,masterreportjoin,
table1,masterreportjoin,
table2,masterreportjoin,
tablejoin,masterreportjoin,
updated_at,masterreportjoin,
updated_by,masterreportjoin,
created_at,masterreporttype,
created_by,masterreporttype,
description,masterreporttype,
infotype,masterreporttype,
name,masterreporttype,
sno,masterreporttype,
updated_at,masterreporttype,
updated_by,masterreporttype,
created_at,masterscreen,
created_by,masterscreen,
description,masterscreen,
name,masterscreen,
sno,masterscreen,
type,masterscreen,
updated_at,masterscreen,
updated_by,masterscreen,
created_at,masterscreenrights,
created_by,masterscreenrights,
description,masterscreenrights,
name,masterscreenrights,
sno,masterscreenrights,
updated_at,masterscreenrights,
updated_by,masterscreenrights,
created_at,mastersocialmediatype,
created_by,mastersocialmediatype,
description,mastersocialmediatype,
name,mastersocialmediatype,
sno,mastersocialmediatype,
updated_at,mastersocialmediatype,
updated_by,mastersocialmediatype,
created_at,mastersourceofreliability,
created_by,mastersourceofreliability,
description,mastersourceofreliability,
name,mastersourceofreliability,
sno,mastersourceofreliability,
updated_at,mastersourceofreliability,
updated_by,mastersourceofreliability,
country,masterstate,
country_code,masterstate,
created_at,masterstate,
created_by,masterstate,
sno,masterstate,
state,masterstate,
state_code,masterstate,
theatre,masterstate,
updated_at,masterstate,
updated_by,masterstate,
created_at,masterstrategicalinput,
created_by,masterstrategicalinput,
description,masterstrategicalinput,
name,masterstrategicalinput,
sno,masterstrategicalinput,
updated_at,masterstrategicalinput,
updated_by,masterstrategicalinput,
area,mastersubarea,
created_at,mastersubarea,
created_by,mastersubarea,
description,mastersubarea,
name,mastersubarea,
sno,mastersubarea,
updated_at,mastersubarea,
updated_by,mastersubarea,
country,mastersubdivision,
country_code,mastersubdivision,
created_at,mastersubdivision,
created_by,mastersubdivision,
district,mastersubdivision,
district_code,mastersubdivision,
police_station,mastersubdivision,
police_station_code,mastersubdivision,
sno,mastersubdivision,
state,mastersubdivision,
state_code,mastersubdivision,
subdivision,mastersubdivision,
subdivision_code,mastersubdivision,
theatre,mastersubdivision,
updated_at,mastersubdivision,
updated_by,mastersubdivision,
created_at,masterterroristprofession,
created_by,masterterroristprofession,
description,masterterroristprofession,
name,masterterroristprofession,
sno,masterterroristprofession,
updated_at,masterterroristprofession,
updated_by,masterterroristprofession,
created_at,mastertheatre,
created_by,mastertheatre,
description,mastertheatre,
name,mastertheatre,
sno,mastertheatre,
updated_at,mastertheatre,
updated_by,mastertheatre,
created_at,mastertrak9_train_centre,
created_by,mastertrak9_train_centre,
description,mastertrak9_train_centre,
name,mastertrak9_train_centre,
sno,mastertrak9_train_centre,
updated_at,mastertrak9_train_centre,
updated_by,mastertrak9_train_centre,
created_at,mastertrak9_train_course,
created_by,mastertrak9_train_course,
description,mastertrak9_train_course,
name,mastertrak9_train_course,
sno,mastertrak9_train_course,
updated_at,mastertrak9_train_course,
updated_by,mastertrak9_train_course,
created_at,mastertrak9_train_grade,
created_by,mastertrak9_train_grade,
description,mastertrak9_train_grade,
name,mastertrak9_train_grade,
sno,mastertrak9_train_grade,
updated_at,mastertrak9_train_grade,
updated_by,mastertrak9_train_grade,
created_at,mastertrak9_train_under,
created_by,mastertrak9_train_under,
description,mastertrak9_train_under,
name,mastertrak9_train_under,
sno,mastertrak9_train_under,
updated_at,mastertrak9_train_under,
updated_by,mastertrak9_train_under,
created_at,mastertribe,
created_by,mastertribe,
description,mastertribe,
name,mastertribe,
sno,mastertribe,
state,mastertribe,
updated_at,mastertribe,
updated_by,mastertribe,
created_at,mastertypeofduty,
created_by,mastertypeofduty,
description,mastertypeofduty,
name,mastertypeofduty,
sno,mastertypeofduty,
updated_at,mastertypeofduty,
updated_by,mastertypeofduty,
created_at,mastertypeofincident,
created_by,mastertypeofincident,
description,mastertypeofincident,
name,mastertypeofincident,
sno,mastertypeofincident,
updated_at,mastertypeofincident,
updated_by,mastertypeofincident,
created_at,mastertypeofinput,
created_by,mastertypeofinput,
description,mastertypeofinput,
name,mastertypeofinput,
sno,mastertypeofinput,
updated_at,mastertypeofinput,
updated_by,mastertypeofinput,
created_at,mastertypeoforganisation,
created_by,mastertypeoforganisation,
description,mastertypeoforganisation,
name,mastertypeoforganisation,
sno,mastertypeoforganisation,
updated_at,mastertypeoforganisation,
updated_by,mastertypeoforganisation,
created_at,masteruavaircraft,
created_by,masteruavaircraft,
description,masteruavaircraft,
name,masteruavaircraft,
sno,masteruavaircraft,
updated_at,masteruavaircraft,
updated_by,masteruavaircraft,
created_at,masteruavcallsign,
created_by,masteruavcallsign,
description,masteruavcallsign,
name,masteruavcallsign,
sno,masteruavcallsign,
updated_at,masteruavcallsign,
updated_by,masteruavcallsign,
created_at,masteruavdemography,
created_by,masteruavdemography,
description,masteruavdemography,
name,masteruavdemography,
sno,masteruavdemography,
updated_at,masteruavdemography,
updated_by,masteruavdemography,
created_at,masteruavfrequency,
created_by,masteruavfrequency,
description,masteruavfrequency,
name,masteruavfrequency,
sno,masteruavfrequency,
updated_at,masteruavfrequency,
updated_by,masteruavfrequency,
created_at,masteruavpriority,
created_by,masteruavpriority,
description,masteruavpriority,
name,masteruavpriority,
sno,masteruavpriority,
updated_at,masteruavpriority,
updated_by,masteruavpriority,
created_at,masteruavspecifictask,
created_by,masteruavspecifictask,
description,masteruavspecifictask,
name,masteruavspecifictask,
sno,masteruavspecifictask,
updated_at,masteruavspecifictask,
updated_by,masteruavspecifictask,
created_at,masteruavterrain,
created_by,masteruavterrain,
description,masteruavterrain,
name,masteruavterrain,
sno,masteruavterrain,
updated_at,masteruavterrain,
updated_by,masteruavterrain,
created_at,masterundersection,
created_by,masterundersection,
description,masterundersection,
name,masterundersection,
sno,masterundersection,
updated_at,masterundersection,
updated_by,masterundersection,
created_at,mastervehicalmodel,
created_by,mastervehicalmodel,
description,mastervehicalmodel,
name,mastervehicalmodel,
sno,mastervehicalmodel,
updated_at,mastervehicalmodel,
updated_by,mastervehicalmodel,
vehicle_type,mastervehicalmodel,
created_at,mastervehicaltype,
created_by,mastervehicaltype,
description,mastervehicaltype,
name,mastervehicaltype,
sno,mastervehicaltype,
updated_at,mastervehicaltype,
updated_by,mastervehicaltype,
created_at,mastervictimtype,
created_by,mastervictimtype,
description,mastervictimtype,
name,mastervictimtype,
sno,mastervictimtype,
updated_at,mastervictimtype,
updated_by,mastervictimtype,
country,mastervillage,
country_code,mastervillage,
created_at,mastervillage,
created_by,mastervillage,
district,mastervillage,
district_code,mastervillage,
police_station,mastervillage,
police_station_code,mastervillage,
sno,mastervillage,
state,mastervillage,
state_code,mastervillage,
subdivision,mastervillage,
subdivision_code,mastervillage,
theatre,mastervillage,
updated_at,mastervillage,
updated_by,mastervillage,
village,mastervillage,
village_code,mastervillage,
chairmanship,meeting,
created_at,meeting,
created_by,meeting,
meeting_datetime,meeting,
meeting_id,meeting,
meeting_place,meeting,
meeting_type,meeting,
subject,meeting,
updated_at,meeting,
updated_by,meeting,
agency_id,meeting_agencies,
agency_name,meeting_agencies,
meeting_id,meeting_agencies,
agend_id,meeting_agenda,
description,meeting_agenda,
meeting_ajenda,meeting_agenda,
meeting_id,meeting_agenda,
outcome,meeting_agenda,
meeting_id,meeting_memorandum,
memo_id,meeting_memorandum,
officer_designation,meeting_memorandum,
officer_details,meeting_memorandum,
officer_name,meeting_memorandum,
meeting_id,meeting_officers,
officer_id,meeting_officers,
officer_name,meeting_officers,
approval_flag_batallion,monthly_incident_report,
approval_flag_bop,monthly_incident_report,
approval_flag_border_pillar,monthly_incident_report,
approval_flag_company,monthly_incident_report,
approval_flag_frontier,monthly_incident_report,
approval_flag_hq,monthly_incident_report,
approval_flag_sector,monthly_incident_report,
created_by,monthly_incident_report,
credibility_of_Information,monthly_incident_report,
daily_incident_repo_id,monthly_incident_report,
Description,monthly_incident_report,
details_of_incident,monthly_incident_report,
file_path,monthly_incident_report,
gpsco_ordinates,monthly_incident_report,
ifurgent,monthly_incident_report,
image_path,monthly_incident_report,
place_of_incident,monthly_incident_report,
reliability,monthly_incident_report,
remarks_battalion,monthly_incident_report,
remarks_bop,monthly_incident_report,
remarks_border_pillar,monthly_incident_report,
remarks_company,monthly_incident_report,
remarks_frontier,monthly_incident_report,
remarks_of_officer_hq,monthly_incident_report,
remarks_sector,monthly_incident_report,
report_id,monthly_incident_report,
source,monthly_incident_report,
subject,monthly_incident_report,
video_path,monthly_incident_report,
approval_flag_batallion,monthly_intellegence_assesment_report,
approval_flag_bop,monthly_intellegence_assesment_report,
approval_flag_border_pillar,monthly_intellegence_assesment_report,
approval_flag_company,monthly_intellegence_assesment_report,
approval_flag_frontier,monthly_intellegence_assesment_report,
approval_flag_hq,monthly_intellegence_assesment_report,
approval_flag_sector,monthly_intellegence_assesment_report,
created_by,monthly_intellegence_assesment_report,
credibility_of_Information,monthly_intellegence_assesment_report,
date,monthly_intellegence_assesment_report,
Description,monthly_intellegence_assesment_report,
file_path,monthly_intellegence_assesment_report,
ifurgent,monthly_intellegence_assesment_report,
image_path,monthly_intellegence_assesment_report,
information_category,monthly_intellegence_assesment_report,
miar_id,monthly_intellegence_assesment_report,
reliability,monthly_intellegence_assesment_report,
remarks_battalion,monthly_intellegence_assesment_report,
remarks_bop,monthly_intellegence_assesment_report,
remarks_border_pillar,monthly_intellegence_assesment_report,
remarks_company,monthly_intellegence_assesment_report,
remarks_frontier,monthly_intellegence_assesment_report,
remarks_of_officer_hq,monthly_intellegence_assesment_report,
remarks_sector,monthly_intellegence_assesment_report,
report_id,monthly_intellegence_assesment_report,
source,monthly_intellegence_assesment_report,
subject,monthly_intellegence_assesment_report,
video_path,monthly_intellegence_assesment_report,
approval_flag_batallion,monthly_intelligence_incident_report,
approval_flag_bop,monthly_intelligence_incident_report,
approval_flag_border_pillar,monthly_intelligence_incident_report,
approval_flag_company,monthly_intelligence_incident_report,
approval_flag_frontier,monthly_intelligence_incident_report,
approval_flag_hq,monthly_intelligence_incident_report,
approval_flag_sector,monthly_intelligence_incident_report,
created_by,monthly_intelligence_incident_report,
credibility_of_Information,monthly_intelligence_incident_report,
daily_incident_repo_id,monthly_intelligence_incident_report,
Description,monthly_intelligence_incident_report,
details_of_incident,monthly_intelligence_incident_report,
file_path,monthly_intelligence_incident_report,
gpsco_ordinates,monthly_intelligence_incident_report,
ifurgent,monthly_intelligence_incident_report,
image_path,monthly_intelligence_incident_report,
place_of_incident,monthly_intelligence_incident_report,
reliability,monthly_intelligence_incident_report,
remarks_battalion,monthly_intelligence_incident_report,
remarks_bop,monthly_intelligence_incident_report,
remarks_border_pillar,monthly_intelligence_incident_report,
remarks_company,monthly_intelligence_incident_report,
remarks_frontier,monthly_intelligence_incident_report,
remarks_of_officer_hq,monthly_intelligence_incident_report,
remarks_sector,monthly_intelligence_incident_report,
report_id,monthly_intelligence_incident_report,
source,monthly_intelligence_incident_report,
subject,monthly_intelligence_incident_report,
video_path,monthly_intelligence_incident_report,
category,monthly_intelligence_requirement_report,
created_at,monthly_intelligence_requirement_report,
created_by,monthly_intelligence_requirement_report,
date,monthly_intelligence_requirement_report,
inputs,monthly_intelligence_requirement_report,
intelligence_requirements,monthly_intelligence_requirement_report,
mirr_id,monthly_intelligence_requirement_report,
remarks_battalion,monthly_intelligence_requirement_report,
remarks_frontier,monthly_intelligence_requirement_report,
remarks_hq,monthly_intelligence_requirement_report,
remarks_sector,monthly_intelligence_requirement_report,
report_id,monthly_intelligence_requirement_report,
sub_heading,monthly_intelligence_requirement_report,
subject,monthly_intelligence_requirement_report,
updated_at,monthly_intelligence_requirement_report,
updated_by,monthly_intelligence_requirement_report,
address,monthly_mosque_madarsa_report,
borderplacement,monthly_mosque_madarsa_report,
created_at,monthly_mosque_madarsa_report,
created_by,monthly_mosque_madarsa_report,
date,monthly_mosque_madarsa_report,
district,monthly_mosque_madarsa_report,
institution_name,monthly_mosque_madarsa_report,
institution_type,monthly_mosque_madarsa_report,
mrom_id,monthly_mosque_madarsa_report,
no_of_students,monthly_mosque_madarsa_report,
police_station,monthly_mosque_madarsa_report,
religious_sector,monthly_mosque_madarsa_report,
remarks,monthly_mosque_madarsa_report,
report_id,monthly_mosque_madarsa_report,
updated_at,monthly_mosque_madarsa_report,
updated_by,monthly_mosque_madarsa_report,
aadhar_no,person,
address,person,
address1,person,
age,person,
agency_innvolved,person,
alias,person,
arrested_on,person,
attachment_file_type,person,
beard,person,
birthplace,person,
build_type,person,
caste,person,
category,person,
chin,person,
complexion,person,
created_at,person,
created_by,person,
created_by_unit,person,
deformity,person,
details_of_attachment,person,
distance_between_eyes,person,
district,person,
dob,person,
ears,person,
edu_qualification,person,
emailaddress,person,
eye_brows_thickness,person,
eye_brows_type,person,
eye_colour,person,
eye_meeting,person,
face_shape,person,
fathername,person,
fingers,person,
forcenumber,person,
gender,person,
grade,person,
hair_colour,person,
height,person,
identification_marks,person,
is_approved,person,
latitude,person,
lips,person,
longitude,person,
mouth,person,
mustache,person,
name,person,
nationality,person,
nose,person,
org_sub_zone,person,
orgname,person,
other_mark,person,
p_id,person,
pannumber,person,
pecularities,person,
person_of_interest,person,
person_of_intrst,person,
phonenumber,person,
pincode,person,
postoffice,person,
profile_status,person,
profile_status_date,person,
rank,person,
ration_card_no,person,
ready_to_approve,person,
ready_to_approve_date,person,
reason_for_monitoring,person,
religion,person,
remark,person,
reward,person,
sno,person,
specialhabbit,person,
state,person,
status,person,
tehsil,person,
theatre,person,
updated_at,person,
updated_by,person,
url,person,
viewed,person,
village,person,
voter_card_no,person,
wepon_held,person,
approved_at,person_approve,
approved_by,person_approve,
approved_fromationtype,person_approve,
created_at,person_approve,
created_by,person_approve,
description,person_approve,
p_id,person_approve,
path,person_approve,
sno,person_approve,
created_at,person_assigned,
created_by,person_assigned,
p_id,person_assigned,
remarks,person_assigned,
sno,person_assigned,
unitcode,person_assigned,
updated_at,person_assigned,
updated_by,person_assigned,
edu,person_edu,
edu_district,person_edu,
edu_institute,person_edu,
edu_state,person_edu,
person_id,person_edu,
created_at,person_family,
created_by,person_family,
family_email,person_family,
family_member_aadhar,person_family,
family_member_address,person_family,
family_member_age,person_family,
family_member_description,person_family,
family_member_income,person_family,
family_member_name,person_family,
family_member_pan,person_family,
family_member_ration_card,person_family,
family_member_relation,person_family,
family_member_status,person_family,
family_member_voter_id,person_family,
family_mode_of_contact,person_family,
family_other_profession,person_family,
family_profession,person_family,
mobile_number,person_family,
p_id,person_family,
sno,person_family,
updated_at,person_family,
updatedby,person_family,
created_at,person_fir,
createdby,person_fir,
fir_id,person_fir,
p_id,person_fir,
sno,person_fir,
updated_at,person_fir,
updatedby,person_fir,
created_at,person_history,
created_by,person_history,
datefrom,person_history,
dateto,person_history,
information,person_history,
p_id,person_history,
sno,person_history,
subject,person_history,
updated_at,person_history,
updated_by,person_history,
attachment_file_type,person_images,
created_at,person_images,
created_by,person_images,
details_of_attachment,person_images,
p_id,person_images,
sno,person_images,
url,person_images,
created_at,person_incident,
created_by,person_incident,
description,person_incident,
incident,person_incident,
p_id,person_incident,
sno,person_incident,
updated_at,person_incident,
updated_by,person_incident,
created_at,person_interrogation,
created_by,person_interrogation,
details_of_hirearchy,person_interrogation,
frontal_organisation,person_interrogation,
initial_profile,person_interrogation,
initial_work,person_interrogation,
p_id,person_interrogation,
post_held,person_interrogation,
promotions,person_interrogation,
reason_of_joining,person_interrogation,
reason_of_surrender,person_interrogation,
recruiting_agency,person_interrogation,
responsibility_entrusted,person_interrogation,
sno,person_interrogation,
updated_at,person_interrogation,
updated_by,person_interrogation,
created_at,person_language,
created_by,person_language,
language,person_language,
p_id,person_language,
skills,person_language,
sno,person_language,
state,person_language,
updated_at,person_language,
updated_by,person_language,
address,person_location_detail,
created_at,person_location_detail,
created_by,person_location_detail,
district,person_location_detail,
latitude,person_location_detail,
longitude,person_location_detail,
org_sub_zone,person_location_detail,
orgname,person_location_detail,
p_id,person_location_detail,
pincode,person_location_detail,
police_station,person_location_detail,
postoffice,person_location_detail,
sno,person_location_detail,
state,person_location_detail,
tehsil,person_location_detail,
theatre,person_location_detail,
type_of_address,person_location_detail,
updated_at,person_location_detail,
updated_by,person_location_detail,
village,person_location_detail,
work_profile,person_location_detail,
address,person_location_history,
created_at,person_location_history,
created_by,person_location_history,
district,person_location_history,
latitude,person_location_history,
longitude,person_location_history,
org_sub_zone,person_location_history,
orgname,person_location_history,
p_id,person_location_history,
pincode,person_location_history,
police_station,person_location_history,
postoffice,person_location_history,
sno,person_location_history,
state,person_location_history,
tehsil,person_location_history,
theatre,person_location_history,
updated_at,person_location_history,
updated_by,person_location_history,
village,person_location_history,
work_profile,person_location_history,
created_at,person_log_history,
created_by,person_log_history,
document_path,person_log_history,
message,person_log_history,
p_id,person_log_history,
sno,person_log_history,
aadhar_no,person_other_info,
created_at,person_other_info,
createdby,person_other_info,
economic_status,person_other_info,
edu_qualification,person_other_info,
other_imp_details,person_other_info,
other_interest,person_other_info,
p_id,person_other_info,
pannumber,person_other_info,
police_officer,person_other_info,
previous_occupation,person_other_info,
ration_card_no,person_other_info,
recruited_at,person_other_info,
recruited_by,person_other_info,
reward,person_other_info,
sno,person_other_info,
trained_in,person_other_info,
training_place,person_other_info,
updated_at,person_other_info,
updatedby,person_other_info,
voter_card_no,person_other_info,
weapon_held,person_other_info,
active_in_state,person_outfit,
active_region,person_outfit,
active_since_yr,person_outfit,
created_at,person_outfit,
created_by,person_outfit,
grade,person_outfit,
org_sub_zone,person_outfit,
orgname,person_outfit,
p_id,person_outfit,
position_in_outfit,person_outfit,
sno,person_outfit,
theatre,person_outfit,
updated_at,person_outfit,
updated_by,person_outfit,
created_at,person_profile,
createdby,person_profile,
p_id,person_profile,
profiel_active_since_date,person_profile,
profiel_active_since_yr,person_profile,
profile_active_in_state,person_profile,
profile_active_region,person_profile,
profile_arrested_on,person_profile,
profile_edu_quali,person_profile,
profile_status,person_profile,
profile_status_date,person_profile,
reward,person_profile,
sno,person_profile,
updated_at,person_profile,
updatedby,person_profile,
created_at,person_remarks,
created_by,person_remarks,
p_id,person_remarks,
remarks,person_remarks,
updated_at,person_remarks,
updateed_by,person_remarks,
category,person_shelter,
created_at,person_shelter,
created_by,person_shelter,
description,person_shelter,
latitude,person_shelter,
location,person_shelter,
longitude,person_shelter,
p_id,person_shelter,
sno,person_shelter,
updated_at,person_shelter,
updated_by,person_shelter,
created_at,person_social_media_detail,
created_by,person_social_media_detail,
p_id,person_social_media_detail,
sno,person_social_media_detail,
social_media_histroy,person_social_media_detail,
suspect_other_email_id,person_social_media_detail,
suspect_other_mobile_number,person_social_media_detail,
suspect_somedia_id,person_social_media_detail,
suspect_somedia_site,person_social_media_detail,
suspect_somedia_type,person_social_media_detail,
suspect_website,person_social_media_detail,
updated_at,person_social_media_detail,
updated_by,person_social_media_detail,
active_region,person_status,
active_state,person_status,
person_id,person_status,
profile_status,person_status,
profile_status_date,person_status,
action,person_tag,
created_at,person_tag,
created_by,person_tag,
created_by_unit,person_tag,
description,person_tag,
p_id,person_tag,
sno,person_tag,
Tag_by_unit,person_tag,
tag_to,person_tag,
tag_to_unit,person_tag,
updated_at,person_tag,
updated_by,person_tag,
action,person_tag_remarks,
created_at,person_tag_remarks,
created_by,person_tag_remarks,
created_by_unit,person_tag_remarks,
p_id,person_tag_remarks,
remarks,person_tag_remarks,
sno,person_tag_remarks,
tagsno,person_tag_remarks,
updated_at,person_tag_remarks,
updated_by,person_tag_remarks,
alt_contact_no,personnel,
contact_no,personnel,
created_at,personnel,
created_by,personnel,
dob,personnel,
email,personnel,
f_no,personnel,
id,personnel,
name,personnel,
rank,personnel,
status,personnel,
substatus,personnel,
unit,personnel,
updated_at,personnel,
updated_by,personnel,
url,personnel,
user_name,personnel,
caste,village,
company,village,
created_at,village,
created_by,village,
crime_profile_area,village,
district,village,
female_population,village,
general_assesment,village,
is_electrified,village,
is_pro,village,
languages,village,
lat,village,
lng,village,
male_population,village,
militancy_incidents,village,
militant_sympathizers,village,
mohalla_colony,village,
number_of_houses_village,village,
number_of_voters,village,
other_business,village,
police_station,village,
range,village,
religion,village,
sector,village,
sno,village,
state,village,
sub_division,village,
tehsil_district,village,
theatre,village,
total_population,village,
tribe,village,
unit,village,
updated_at,village,
updated_by,village,
village,village,
zone,village,
college_name,village_collage_details,
created_at,village_collage_details,
created_by,village_collage_details,
mobile_number,village_collage_details,
sno,village_collage_details,
staff_name,village_collage_details,
village_id,village_collage_details,
created_at,village_festival,
created_by,village_festival,
date_from,village_festival,
date_to,village_festival,
name,village_festival,
sno,village_festival,
updated_at,village_festival,
updated_by,village_festival,
village_id,village_festival,
created_at,village_govt_department_details,
created_by,village_govt_department_details,
govt_department_name,village_govt_department_details,
govt_servant_name,village_govt_department_details,
sno,village_govt_department_details,
village_id,village_govt_department_details,
created_at,village_hospital_details,
created_by,village_hospital_details,
hospital_name,village_hospital_details,
hospital_staff,village_hospital_details,
mobile_number,village_hospital_details,
sno,village_hospital_details,
village_id,village_hospital_details,
created_at,village_informer_details,
created_by,village_informer_details,
mobile_informer,village_informer_details,
sno,village_informer_details,
sympathizer_of_polic,village_informer_details,
village_id,village_informer_details,
created_at,village_institution,
created_by,village_institution,
date_from,village_institution,
date_to,village_institution,
member_id,village_institution,
name_of_institution,village_institution,
rank,village_institution,
sno,village_institution,
sub_type_of_institution,village_institution,
type_of_institution,village_institution,
updated_at,village_institution,
updated_by,village_institution,
village_id,village_institution,
created_at,village_location,
created_by,village_location,
lat,village_location,
lng,village_location,
remarks,village_location,
sno,village_location,
sub_type_of_location,village_location,
type_of_location,village_location,
updated_at,village_location,
updated_by,village_location,
village_id,village_location,
created_at,village_market,
created_by,village_market,
distance,village_market,
lat,village_market,
lng,village_market,
marketdays,village_market,
name_of_place,village_market,
sno,village_market,
updated_at,village_market,
updated_by,village_market,
village_id,village_market,
aadhar_card,village_member,
address,village_member,
age,village_member,
any_previsous_encounter_in_the_house,village_member,
created_at,village_member,
created_by,village_member,
family_members_settled_absoad,village_member,
foreign_country_visit,village_member,
house_no,village_member,
lat,village_member,
lng,village_member,
member_type,village_member,
mobile,village_member,
name,village_member,
operational_details_of_house,village_member,
photo,village_member,
remarks,village_member,
sno,village_member,
terror_links_of_family,village_member,
updated_at,village_member,
updated_by,village_member,
village_id,village_member,
cadres,village_militant_groups_details,
created_at,village_militant_groups_details,
created_by,village_militant_groups_details,
militant_groups,village_militant_groups_details,
sno,village_militant_groups_details,
village_id,village_militant_groups_details,
college_name,village_office_details,
created_at,village_office_details,
created_by,village_office_details,
government_office,village_office_details,
mobile_number,village_office_details,
other_govt_office_name,village_office_details,
sno,village_office_details,
staff_name,village_office_details,
village_id,village_office_details,
active_since_of_ogw,village_ogw_information,
address_of_ogw,village_ogw_information,
affiliation_of_ogw,village_ogw_information,
age_of_ogw,village_ogw_information,
anti_national_activities,village_ogw_information,
created_at,village_ogw_information,
created_by,village_ogw_information,
